BASE,,,
BASE CARDS,,,
OOG-3,Aledmys Diaz,St. Louis Cardinals®
OOG-4,Kenta Maeda,Los Angeles Dodgers®
OOG-5,Michael Conforto,New York Mets®
OOG-6,Nomar Mazara,Texas Rangers®
OOG-7,Aaron Nola,Philadelphia Phillies®
OOG-8,Byung-ho Park,Minnesota Twins®
OOG-9,Stephen Piscotty,St. Louis Cardinals®
OOG-10,Blake Snell,Tampa Bay RaysTM
REFRACTORS THAT NEVER WERE,,

RTNW-AK,Al Kaline,Detroit Tigers®
RTNW-CD,Carlos Delgado,Toronto Blue Jays®
RTNW-CJ,Chipper Jones,Atlanta BravesTM
RTNW-JG,Juan Gonzalez,Texas Rangers®
RTNW-JR,Jackie Robinson,Brooklyn DodgersTM
RTNW-JS,John Smoltz,Atlanta BravesTM
RTNW-MP,Mike Piazza,Los Angeles Dodgers®
RTNW-PM,Pedro Martinez,Los Angeles Dodgers®
RTNW-VG,Vladimir Guerrero,Montréal ExposTM
RTNW-WM,Willie Mays,New York GiantsTM
RELIC,,
2015 AFL FALL STARS RELICS,,
AFLR-ABW,Adam Brett Walker,Minnesota Twins®
AFLR-AD,Austin Dean,Miami Marlins®
AFLR-AK,Andrew Knapp,Philadelphia Phillies®
AFLR-AM,Austin Meadows,Pittsburgh Pirates®
AFLR-CA,Christian Arroyo,San Francisco Giants®
AFLR-CF,Clint Frazier,Cleveland Indians®
AFLR-CP,Chad Pinder,Oakland AthleticsTM
AFLR-DP,D.J. Peterson,Seattle MarinersTM
AFLR-GS,Gary Sanchez,New York Yankees®
AFLR-JB,Jake Bauers,Tampa Bay RaysTM
AFLR-JP,Jurickson Profar,Texas Rangers®
AFLR-KF,Kyle Freeland,Colorado RockiesTM
AFLR-LS,Lucas Sims,Atlanta BravesTM
AFLR-RN,Renato Nunez,Oakland AthleticsTM
AFLR-RT,Rowdy Tellez,Toronto Blue Jays®
AFLR-RTA,Raimel Tapia,Colorado RockiesTM
AFLR-SM,Sean Manaea,Oakland AthleticsTM
AFLR-ST,Sam Travis,Boston Red Sox®
AUTOGRAPH RELIC,,
2015 AFL FALL STARS AUTOGRAPH,,RELIC PARALLEL
AFLR-AB,Alex Blandino,Cincinnati Reds®
AFLR-AE,Adam Engel,Chicago White Sox®
AFLR-DF,Derek Fisher,Houston Astros®
AFLR-GS,Gary Sanchez,New York Yankees®
AFLR-JC,Jeimer Candelario,Chicago Cubs®
AFLR-JP,Jurickson Profar,Texas Rangers®
AFLR-RM,Reese McGuire,Pittsburgh Pirates®
